"('quantity', 'mean')","('quantity', 'sum')","('order_ID', 'nunique')","('order_hour', 'nunique')","('order_hour', 'group_mode')","('day_of_month', 'nunique')","('day_of_month', 'group_mode')","('original_unit_price', 'mean')","('discount_rate', 'mean')","('direct_discount_rate', 'mean')","('quantity_discount_rate', 'mean')","('bundle_discount_rate', 'mean')","('gift_item', 'mean')","('dc_ori', 'nunique')","('dc_ori', 'group_mode')","('dc_des', 'nunique')","('dc_des', 'group_mode')","('promise', 'group_mode')","('type', 'group_mode')",brand_ID,attribute1,attribute2,cluster_id,sku_ID
0.5253560149780963,-0.1220780206212482,-0.1262717638067892,-0.5940867357447308,"(0.0, 8.0]",-0.5536095322163502,17,-0.4516155494539546,3.081590417885637,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,4.505840993861931,-0.3669105306971418,10,-0.508758374431953,10,-,2,94b4cdec6a,3.0,-,7,00836e923a
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(16.0, 18.0]",-0.6787022865847706,31,-0.2048572134361004,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,5,-0.585263832777008,5,-,2,428752be6a,4.0,50.0,11,0092f9e124
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(13.0, 15.0]",-0.6787022865847706,29,-0.2016936450256151,1.64278838312005,3.0050104505789066,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,4,-0.585263832777008,4,-,2,1b015ce634,-,-,4,0093061ccf
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(0.0, 8.0]",-0.6787022865847706,31,-0.2143479186675563,0.293811224549416,0.9617766884359992,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,39,-,2,3daeabd2ce,2.0,60.0,4,009bfd8136
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(20.0, 22.0]",-0.6787022865847706,28,-0.0118795403964965,0.2646389112116921,0.917590724905967,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,1,-,2,adbd559b78,-,-,4,00ac11c1de
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(11.0, 13.0]",-0.6787022865847706,11,-0.0466787929118349,0.2007532543173119,0.730857563601069,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,5,-0.585263832777008,33,-,2,45102570c8,-,-,11,00aca3bbfe
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(10.0, 11.0]",-0.6787022865847706,10,0.1747709958221367,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,4,-0.585263832777008,45,-,2,17b32c1de7,-,-,11,00baaa7257
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(11.0, 13.0]",-0.6787022865847706,8,-0.1827122345627032,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,9,-0.585263832777008,9,-,2,bd93831bd1,3.0,60.0,11,00c5c62d97
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(11.0, 13.0]",-0.6787022865847706,29,-0.3725263391918218,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,46,-,2,fd945973a9,4.0,100.0,11,00c7a114ab
-0.0539420421407671,0.1254019170909814,0.1723827685688977,1.858027014902403,"(20.0, 22.0]",2.8238948357310005,25,0.1462988801277689,1.7007821625835464,3.091071956980876,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.7517757378298627,4,2.6279654177152976,4,-,2,5ab8ea8556,3.0,90.0,3,00cb69d8fd
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(15.0, 16.0]",-0.5536095322163502,2,1.7249195169599385,-0.7033502813122589,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,9,-0.508758374431953,32,-,2,99d828adad,4.0,100.0,11,00cbf5e09a
-0.0033166290602764,0.0652996465037256,0.0838925367538794,1.858027014902403,"(20.0, 22.0]",1.698060046415217,22,-0.2681285816458066,1.0037802393342572,-0.5736855442326296,5.543459237391605,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,57,0.94484533412409,20,2,1,ddb787aeb9,4.0,100.0,10,00cc0c688c
-0.0851350144471674,-0.1238457344620499,-0.1240595080114137,-0.9006009545756225,"(0.0, 8.0]",-0.4285167778479298,1,0.0830275119180627,-0.2700429856143384,-0.5736855442326296,1.1951459294804947,-0.0431270330949308,-0.2299324442000872,-0.1431732769917408,7,-0.4322529160868982,7,-,2,7f65198ef6,4.0,100.0,11,00d05ccb22
0.0813625390324499,-0.1044008822132318,-0.1063614616484101,0.6319701395788361,"(16.0, 18.0]",0.3220397483625925,23,-0.0466787929118349,0.7056422417468122,1.5528424058411112,-0.2793560949966256,-0.0431270330949308,-0.2299324442000872,0.5280384841244619,5,0.0267798339834311,9,-,2,4efb032b5a,2.0,-,4,00d5e84281
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(10.0, 11.0]",-0.5536095322163502,12,-0.078314477016688,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.508758374431953,49,-,2,1d8b4b4c63,-,-,11,00db83242e
-0.0851350144471674,-0.1238457344620499,-0.1240595080114137,-0.5940867357447308,"(11.0, 13.0]",-0.4285167778479298,12,-0.3348798751070466,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,4,-0.4322529160868982,35,-,2,9b0d3a5fc6,3.0,60.0,11,00deada143
2.2347308973688347,-0.0867237438052154,-0.1196349964206628,0.0189417019170526,"(13.0, 15.0]",-0.178331269111089,18,-0.0656602033747468,-0.6264467356949555,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,7,-0.2792419993967884,60,-,2,4f4f971297,2.0,70.0,11,00eacbb942
0.1183619953612537,-0.1220780206212482,-0.1240595080114137,-0.2875725169138391,"(10.0, 11.0]",-0.4285167778479298,13,-0.2966006973401744,-0.6682053430953657,-0.5736855442326296,-0.1756524130050381,-0.0431270330949308,-0.2299324442000872,-0.1431732769917408,9,-0.4322529160868982,27,-,2,4f65703579,3.0,100.0,11,00eb3c1d0e
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(10.0, 11.0]",-0.6787022865847706,8,-0.119440866352997,2.176467303166085,2.4424009842236067,2.513156418808054,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,31,-,2,356204debd,2.0,100.0,4,00ee594cec
-0.0560640130459644,-0.0124797624915465,0.0086758397111137,1.858027014902403,"(11.0, 13.0]",2.1984310638888984,26,0.0703732382761215,-0.7146239224563081,-0.5736855442326296,-0.335462878391749,-0.0431270330949308,-0.2299324442000872,0.9755129915352636,5,2.0159217509548584,24,-,2,99d41501ff,4.0,100.0,6,00f1fd5798
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(22.0, 23.0]",-0.6787022865847706,6,0.0798639435075774,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,9,-0.585263832777008,9,-,2,5a0b271e15,-,-,11,00f31e7fed
-0.0851350144471674,-0.1150071652580417,-0.1129982290345364,0.3254559207479443,"(0.0, 8.0]",-0.6787022865847706,1,-0.4516155494539546,3.081590417885637,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,4.505840993861931,0.08056397671366,9,-0.2027365410517335,5,-,2,ab4f2c8ec0,-,-,7,00f402d998
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(11.0, 13.0]",-0.6787022865847706,26,-0.0118795403964965,0.7569216987857796,1.663228859475265,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,31,3,2,da5eb98d7d,3.0,-,4,00f58ba977
0.1449050835971347,0.2067167537678569,0.1745950243642732,1.858027014902403,"(20.0, 22.0]",2.9489875900994207,17,-0.3810679739001322,0.196741226405014,0.4273099469149989,0.4444247201549331,0.1033498358024739,-0.2299324442000872,0.7517757378298627,9,2.7044708760603524,9,-,2,787ea7298f,2.0,40.0,6,00f6b3b501
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(8.0, 10.0]",-0.6787022865847706,4,0.3361129847568875,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,2,-0.585263832777008,2,-,2,f86ac02fc2,-,-,11,00f73773ae
-0.0851350144471674,-0.1203103067804466,-0.1196349964206628,0.3254559207479443,"(0.0, 8.0]",-0.178331269111089,5,-0.3187456762135716,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,9,-0.2792419993967884,9,-,2,4d5c65bb16,2.0,-,0,00f7930afa
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(8.0, 10.0]",-0.5536095322163502,1,-0.1542401188683354,0.4124401263935103,-0.5736855442326296,3.3359576842004848,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,5,-0.508758374431953,17,1,2,94b4cdec6a,3.0,60.0,10,01067c41a5
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(18.0, 20.0]",-0.6787022865847706,27,0.1133977686587216,-0.5922161236737017,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,53,3,2,23a07819d6,3.0,100.0,11,011608361a
-0.0851350144471674,-0.1220780206212482,-0.1218472522160383,0.0189417019170526,"(8.0, 10.0]",-0.3034240234795095,15,0.0798639435075774,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,4,-0.4322529160868982,5,-,2,6d0be17626,-,60.0,11,011649a95a
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(22.0, 23.0]",-0.6787022865847706,29,0.5891984575957123,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,53,-,2,60f89407f3,-,-,11,0126ea70bf
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(13.0, 15.0]",-0.5536095322163502,28,0.3329494163464022,-0.7122623149811966,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,2,-0.508758374431953,42,-,2,bd97f9a5fa,4.0,100.0,11,0127c84c74
-0.0678569664445656,0.063531932662924,0.1038028389122585,1.858027014902403,"(11.0, 13.0]",2.9489875900994207,31,-0.2379254568211732,-0.6222146464941887,-0.5041551789797106,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.7517757378298627,5,2.0159217509548584,5,-,2,52ff3378a1,3.0,60.0,6,01326007f9
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(16.0, 18.0]",-0.6787022865847706,2,0.0071018700664153,-0.5888398680115825,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,39,-,2,20a3ffc977,3.0,100.0,11,013c4c4075
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(0.0, 8.0]",-0.6787022865847706,24,-0.2143479186675563,-0.5678659806635981,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,2,-0.585263832777008,2,-,2,906d0caa60,-,-,11,014f16ace7
-0.0296358299539617,-0.1079363098948351,-0.1063614616484101,0.6319701395788361,"(0.0, 8.0]",0.3220397483625925,12,0.0511042306849836,-0.6269124765331778,-0.4802117881854325,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,9,-0.0497256243616237,9,-,2,7bf21e732d,4.0,-,0,014f241d49
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(18.0, 20.0]",-0.6787022865847706,3,0.494291405281153,0.3607721720330161,0.9669120136288708,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,7,-0.585263832777008,7,-,2,5e68c766c4,-,-,4,016b2bc1d5
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(10.0, 11.0]",-0.5536095322163502,8,-0.2649650132353213,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,4,-0.508758374431953,4,5,2,809c74623f,-,-,11,01754fe70c
0.0166134904570432,-0.1167748790988433,-0.1174227406252873,0.3254559207479443,"(20.0, 22.0]",-0.0532385147426686,4,-0.2459836027724094,-0.4275022730270895,-0.1307637463474482,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,2,-0.2792419993967884,2,-,2,4d5c65bb16,2.0,-,0,017b558348
-0.0851350144471674,-0.1203103067804466,-0.1196349964206628,-0.2875725169138391,"(8.0, 10.0]",-0.178331269111089,1,-0.3092549709821156,-0.6692397695121881,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.3043012304190609,9,-0.2792419993967884,61,3,2,cf581b431b,-,-,11,017fd75051
-0.0851350144471674,-0.1150071652580417,-0.1129982290345364,0.3254559207479443,"(0.0, 8.0]",0.0718542396257517,26,-0.2649650132353213,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,5,-0.1262310827066786,51,-,2,f1d00479ef,-,-,0,018611ed07
0.1834810384999485,-0.0655111777155957,-0.0753898805131536,1.858027014902403,"(0.0, 8.0]",1.5729672920467963,17,0.2760051849576666,2.440070636715539,4.207944125980004,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.7517757378298627,5,0.6388235007438703,5,-,2,7cc01be867,3.0,60.0,3,018a6a0fdc
0.2201105002654644,-0.1238457344620499,-0.1262717638067892,-0.5940867357447308,"(15.0, 16.0]",-0.5536095322163502,8,0.177934564232622,2.193296225399564,3.766502927506586,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,10,-0.508758374431953,38,-,2,356204debd,2.0,100.0,4,018d9ce323
-0.0851350144471674,-0.0549048946707859,-0.0377815319917708,-0.2875725169138391,"(8.0, 10.0]",0.3220397483625925,26,-0.0846416138376586,0.3943111014251731,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.5280384841244619,9,1.0213507924691447,4,-,2,43999af013,3.0,100.0,0,019420a70d
-0.0513177271029108,0.5107635343857392,0.6281074624162424,1.858027014902403,"(13.0, 15.0]",1.1976890289415354,27,0.0648854155232388,2.2596167151783013,3.101141701006889,-0.3537192230588846,-0.0431270330949308,0.6399034934031406,0.7517757378298627,5,2.857481792750462,16,3,2,2ca1d37ca7,4.0,100.0,3,019dedb453
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(11.0, 13.0]",-0.5536095322163502,16,-0.0090323288270597,0.5544918574177516,1.150828417940768,0.1140402672541162,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,5,-0.508758374431953,5,-,2,5934e3362b,3.0,100.0,4,01a47a5a6f
-0.0851350144471674,-0.1114717375764384,-0.1085737174437855,0.3254559207479443,"(18.0, 20.0]",-0.0532385147426686,1,-0.2016936450256151,1.416622176986329,1.758662150960225,1.5017820179072785,-0.0431270330949308,-0.2299324442000872,-0.1431732769917408,2,-0.0497256243616237,20,2,2,-,-,-,4,01ac4b38b2
-0.0851350144471674,-0.1256134483028515,-0.1262717638067892,-0.5940867357447308,"(0.0, 8.0]",-0.6787022865847706,7,-0.2459836027724094,0.2743162651554561,-0.5736855442326296,3.069272764053146,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,2,-0.508758374431953,42,-,2,b8942de7b2,3.0,50.0,10,01bade60a0
-0.0851350144471674,-0.0655111777155957,-0.0510550667640236,1.2449985772406194,"(11.0, 13.0]",0.9475035202046944,13,0.0703732382761215,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.7517757378298627,5,1.1743617091592546,32,-,2,bd97f9a5fa,4.0,100.0,0,01c1fce712
0.2245624006068661,4.072706923601046,3.358031113909559,1.858027014902403,"(20.0, 22.0]",1.0725962745731148,29,-0.2016936450256151,1.2670520407721786,2.30385027343357,-0.0535701722184313,-0.0431270330949308,-0.2299324442000872,0.7517757378298627,5,3.852052751236176,5,-,2,43999af013,-,-,6,01c99f44fd
0.0077104962779246,0.8483968779788525,0.9311865063826804,1.858027014902403,"(20.0, 22.0]",3.0740803444678413,16,-0.0446883811202379,-0.6680146799546067,-0.564479466166121,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,7.240156095286489,5,3.316514542820791,5,1,1,204dbedf50,3.0,90.0,2,01c9d91829
0.0087866823874882,-0.1026331683724302,-0.1019369500576591,0.6319701395788361,"(20.0, 22.0]",0.6973180114678537,31,-0.2715355014724831,0.6617167597719442,0.4027556920142474,2.0340422406533114,-0.0431270330949308,-0.2299324442000872,0.3043012304190609,5,0.103285292328486,26,-,2,003938d449,3.0,30.0,10,01ca105f1a
-0.0851350144471674,-0.1220780206212482,-0.1218472522160383,-0.5940867357447308,"(11.0, 13.0]",-0.4285167778479298,8,-0.1384222768159089,0.8544389962120718,1.752772384053172,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,5,-0.4322529160868982,5,-,2,-,-,-,4,01d1084fb2
-0.0851350144471674,-0.1203103067804466,-0.1196349964206628,0.0189417019170526,"(8.0, 10.0]",-0.178331269111089,9,-0.3092549709821156,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,10,-0.3557474577418433,10,-,2,ddb787aeb9,4.0,100.0,11,01d1472e75
0.1590613973229379,-0.1044008822132318,-0.1085737174437855,0.9384843584097278,"(16.0, 18.0]",0.1969469939941721,20,0.1178267644334011,1.2133559675635002,2.34177337004693,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,0.08056397671366,5,-0.1262310827066786,5,-,2,7cc01be867,3.0,60.0,4,01d1a548aa
-0.0851350144471674,-0.1238457344620499,-0.1240595080114137,-0.5940867357447308,"(11.0, 13.0]",-0.4285167778479298,10,-0.2776192868772625,-0.7199266639364829,-0.5736855442326296,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.3669105306971418,10,-0.4322529160868982,25,-,2,8a5ee0390f,4.0,100.0,11,01e626c90c
-0.0851350144471674,-0.1273811621436532,-0.1284840196021646,-0.9006009545756225,"(15.0, 16.0]",-0.6787022865847706,9,-0.128931571584453,-0.4590382367526121,-0.178529822589968,-0.3537192230588846,-0.0431270330949308,-0.2299324442000872,-0.5906477844025427,10,-0.585263832777008,37,-,2,86a6979f75,-,-,11,01edd721c9
