sku_ID,type,brand_ID,attribute1,attribute2,activate_date,deactivate_date
d287c42d3b,2,1d78a930c2,3.0,100.0,,
7a313144e0,2,1d78a930c2,3.0,100.0,,
10396e83ac,2,ddb787aeb9,4.0,100.0,,
f8516f5d40,2,ddb787aeb9,4.0,100.0,,
0a1776829f,2,ddb787aeb9,4.0,100.0,,
01d1472e75,2,ddb787aeb9,4.0,100.0,,
c5c5fe1346,2,ddb787aeb9,4.0,100.0,,
cd12cef100,2,ddb787aeb9,4.0,100.0,,
74be697966,2,ddb787aeb9,4.0,100.0,,
0ca137a858,2,ddb787aeb9,4.0,100.0,,
2fe75e6a67,2,923767d77a,2.0,60.0,,
a3c6e5e9f8,2,552d09b59c,-,-,,
0d1d64a305,2,798bacedb3,-,-,,
8afab555cc,2,f1d00479ef,2.0,40.0,,
325a31e616,2,f1d00479ef,2.0,40.0,,
f5effd4271,2,f1d00479ef,2.0,40.0,,
070fcaae29,2,4efb032b5a,2.0,60.0,,
e49185e6c1,2,9b0d3a5fc6,4.0,-,,
6200adfa24,2,93905470a7,-,-,,
cdb4cd650b,2,93905470a7,-,-,,
e5b673b8ae,2,198cec62a1,-,-,,
8a69d8d4f5,2,198cec62a1,-,-,,
de6009ed4f,2,198cec62a1,-,-,,
402497440f,2,7fcb433bba,3.0,-,,
67c265a7e3,2,7fcb433bba,3.0,100.0,,
32257a8103,2,03c4806282,3.0,-,,
bfef4d33ce,2,03c4806282,-,-,,
42b2cc1bcd,2,3e342224f0,-,-,,
eae2a7a4bb,2,3daeabd2ce,-,-,,
a10621c648,2,3daeabd2ce,-,-,,
7a68534222,2,3daeabd2ce,-,-,,
9623873087,2,e686890dbc,2.0,60.0,,
1c9b813779,2,0b76f3c8dc,-,-,,
8d28837593,2,0b76f3c8dc,-,-,,
fb7608d161,2,0b0f75e8d5,-,-,,
359fc52d0f,2,af80f4dbf3,2.0,100.0,,
3dafca5089,2,898df743db,3.0,100.0,,
47e8a1c293,2,898df743db,3.0,100.0,,
d0a3cd65a7,2,898df743db,3.0,100.0,,
7f1a62329e,2,bd97f9a5fa,-,-,,
15c8d25b00,2,235542bb7b,3.0,-,,
3ab5c1a645,2,235542bb7b,3.0,-,,
24371dbf52,2,235542bb7b,3.0,-,,
9ec420f27e,1,3e342224f0,-,-,,
3418d59e22,1,94b4cdec6a,-,-,,
89a4b76166,1,c2e19fe77b,1.0,60.0,,
ec61c8d853,1,fc9c3cb979,3.0,-,,
c56544784c,1,99d41501ff,3.0,100.0,,
93d7fde555,2,f1cad5533d,2.0,100.0,,
40ebcbb669,2,b91072820a,-,-,,
a10b118efc,2,26216ff73f,2.0,100.0,,
291a211d14,2,26216ff73f,2.0,100.0,,
6a1b52a623,2,26216ff73f,2.0,100.0,,
0e913306ff,2,26216ff73f,2.0,100.0,,
2835bb477c,2,26216ff73f,2.0,100.0,,
e9bd11170d,2,26216ff73f,2.0,100.0,,
117e8940d9,2,26216ff73f,2.0,100.0,,
ba2d417efb,2,26216ff73f,2.0,100.0,,
8890167ba7,2,f2db8acd0a,2.0,100.0,,
03fd8efe32,2,ea836cb702,2.0,60.0,,
759b31bde5,2,ddb787aeb9,4.0,100.0,,
4b48a6e506,2,96290626cb,-,-,,2018-03-10
1c70edc909,2,9a116513f1,3.0,100.0,,
2e45a0dd12,2,ddb787aeb9,3.0,80.0,,
8217d216b8,2,ddb787aeb9,3.0,100.0,,
8639c267a6,2,bd97f9a5fa,4.0,100.0,,
fa3a451f4c,2,bd97f9a5fa,4.0,100.0,,
5e8585104c,2,a9d8fd0a21,-,-,,
4a1b64c050,2,198cec62a1,2.0,100.0,,
4ca9685411,2,198cec62a1,3.0,100.0,,2018-03-12
e5c578ff5c,2,5e68c766c4,3.0,-,,
a2f38db03c,2,31e19a2111,2.0,60.0,,
93489e1738,2,26db5c8e36,1.0,70.0,,
6a10609979,2,056f08119e,-,-,,
3bb49d3278,2,9c185fe397,2.0,70.0,,
de7715f00e,2,787ea7298f,3.0,60.0,,
be4d4c62eb,2,bd97f9a5fa,3.0,60.0,,2018-03-30
29fb3461a5,2,bd97f9a5fa,3.0,100.0,,
0796a2c783,2,8b40ec9ab7,4.0,60.0,,
df12a31fc3,2,8b40ec9ab7,4.0,60.0,,
375d4a9a65,2,8b40ec9ab7,4.0,60.0,,
78ea5ee36b,2,8b40ec9ab7,3.0,100.0,,
f51aa35700,2,adbd559b78,-,-,,
3ef4723684,2,42e6445fca,-,-,,
00104dbcd7,2,5a0b271e15,2.0,100.0,,
8a7962b93a,2,6c70eb37b7,4.0,60.0,,
a3a837e9e9,2,acecaf765a,-,-,,
c061793c17,2,8b40ec9ab7,-,-,,
703d9da917,2,8b40ec9ab7,-,-,,
71711c241f,2,9b0d3a5fc6,4.0,-,,
4730173787,2,88262f1628,-,-,,
fd378ca5cd,2,798bacedb3,3.0,60.0,,
9a6895c168,2,b74ed760a5,3.0,60.0,,
7af1d39e64,1,94b4cdec6a,3.0,60.0,,
2c8dd8bcec,1,b7e5c0f937,-,-,,
8d643cf7bf,1,99d41501ff,3.0,60.0,,2018-03-12
7f947c0055,1,a2ff0f7b48,3.0,100.0,,
67d185f070,1,6bbe185453,3.0,60.0,,
ee15c805d4,2,3daeabd2ce,2.0,50.0,,
397509bc2e,2,3daeabd2ce,2.0,50.0,,
3b578e1073,2,3daeabd2ce,2.0,100.0,,
8c3d43e17d,2,3daeabd2ce,2.0,50.0,,
a3fd80b25d,2,3daeabd2ce,2.0,50.0,,
2c3d862d7e,2,5a0b271e15,2.0,80.0,,
36f8857767,2,fd3199d85d,4.0,100.0,,
203c219404,2,b695a1c8f8,2.0,-,,
a8dfb455b1,2,365676fd7f,3.0,70.0,,
76ad726cc3,2,19dbd0bed6,-,-,,
4d595be909,2,3daeabd2ce,3.0,-,,
470804d357,2,7f65198ef6,-,100.0,,
f38919e6cd,2,7f65198ef6,-,100.0,,
169a18c665,2,85080949c5,1.0,100.0,,
6fca3d16a2,2,85080949c5,1.0,100.0,,
45dd977777,2,4f65703579,3.0,100.0,,
00eb3c1d0e,2,4f65703579,3.0,100.0,,
4a2bd0facd,2,4f65703579,3.0,100.0,,
e64dd9b42a,2,4f65703579,3.0,100.0,,
68f3c20fd2,2,fd68e214e8,3.0,100.0,,
d178fd7999,2,fd68e214e8,3.0,100.0,,
dea1e4d50b,2,309a5c722e,-,-,,
27c0b2ba04,2,198cec62a1,-,-,,
8e8db828b5,2,198cec62a1,-,-,,
db3225269a,2,f9f86931a2,4.0,100.0,,
a333429627,2,8a5ee0390f,3.0,100.0,,
1478b97330,2,8a5ee0390f,3.0,100.0,,
dad6a80689,2,8a5ee0390f,3.0,100.0,,
31938f3131,2,8a5ee0390f,3.0,100.0,,
cc3bfcdf77,2,8a5ee0390f,3.0,100.0,,
3d93204d21,2,8a5ee0390f,3.0,100.0,,
18a33e770c,2,646c527928,2.0,60.0,,
8535835a63,2,7dccabb951,-,-,,
e98fe6244e,2,756e32fa16,2.0,60.0,,
9621f3cd55,2,287a410427,3.0,60.0,,
6f44f9cd42,2,8b40ec9ab7,2.0,70.0,,
4eef221b5e,2,d23024e960,3.0,60.0,,
5e95a05a87,2,4e2b1b5af7,3.0,60.0,,
70e28110e7,2,4e2b1b5af7,3.0,60.0,,
6f21cbe8fb,2,4e2b1b5af7,3.0,60.0,,
8c9c208f49,2,4e2b1b5af7,3.0,60.0,,
bd8b000b8a,2,4e2b1b5af7,3.0,60.0,,
74e55be8ac,2,7fcb433bba,-,-,,
8238178e7f,2,365676fd7f,3.0,60.0,,
a6f53174c4,2,4d4a88c0e8,2.0,50.0,,
dcbc3445fa,2,6ed6d71d27,-,-,,
96a906c8bc,2,da5eb98d7d,3.0,50.0,,
4b76f1e12e,2,da5eb98d7d,3.0,50.0,,
dd0000efa0,2,da5eb98d7d,3.0,50.0,,
6cb24edcc6,2,5b693228ba,3.0,100.0,,
f3bb56c1e8,2,cf0544f945,-,-,,
481dac0e58,2,fa3cba8b51,1.0,-,,
d492bbff17,2,3daeabd2ce,3.0,60.0,,
5eb21ea398,2,64c600d7c7,3.0,60.0,,
bf03a5d3fc,2,787ea7298f,2.0,40.0,,
c06b66be68,1,a9d8fd0a21,2.0,40.0,,
a6fd4d9313,1,d3b11464d2,4.0,100.0,,
c5824e959b,2,3daeabd2ce,2.0,-,,
1af1e83b3e,2,d5b005ca7d,3.0,60.0,,
20f79c3704,2,b46baee1e3,-,-,,
23f4481e8b,2,7f69d11882,2.0,-,,
eb42657bda,2,af7d22fb55,-,30.0,,
1522e5a003,2,003938d449,-,-,,
3786a631f5,2,bd97f9a5fa,3.0,100.0,,
9793a509c4,2,f2db8acd0a,-,-,,
4dcd882e23,2,4e2b1b5af7,2.0,90.0,,
af4983000d,2,a11c7db362,-,-,,
18a5b7b206,2,4c059d6deb,-,-,,
465f4f4ba2,2,cb750260e4,4.0,100.0,,
b5433b226d,2,ac3662a513,1.0,-,,
8b36390951,2,9b84d6b825,2.0,-,,
9b2a3314fc,2,51e782ac43,1.0,60.0,,
ebc2d951e4,2,787ea7298f,-,-,,
1b78f84515,2,787ea7298f,-,-,,
a979253dd7,2,787ea7298f,-,-,,
9b023f19ab,2,7cc01be867,3.0,60.0,,
e7e7c5626d,2,7cc01be867,3.0,60.0,,
ccf878e52b,2,7cc01be867,3.0,60.0,,
f00a13b929,2,7cc01be867,3.0,60.0,,
2bee609a1a,2,7cc01be867,3.0,60.0,,
e6cb79fb42,2,9b0d3a5fc6,3.0,60.0,,
222b4e78e3,2,c299783015,2.0,60.0,,
1d8eafe728,2,056f08119e,-,-,,2018-03-09
86935f4f3d,2,8b40ec9ab7,3.0,60.0,,
4f5dd08dce,2,99d828adad,4.0,100.0,,
ac20ae6572,2,76a692eab7,3.0,60.0,,
27a82eccd3,2,4f65703579,3.0,100.0,,
6ce2d391e4,2,3daeabd2ce,3.0,-,,
ff68836405,2,3daeabd2ce,3.0,-,,
fd9700e178,2,07ab37753f,4.0,100.0,,
cc28591bbd,2,67a6676ab7,-,-,,
ee2af6c922,2,3daeabd2ce,-,-,,
6d651b8f31,2,77265a3888,4.0,100.0,,
1f73dca9b5,1,94b4cdec6a,-,-,,
8dc4a01dec,1,43999af013,3.0,100.0,,
3bed0f0515,2,a9b82ad1cb,-,-,,
c2343daf70,2,7fcb433bba,2.0,100.0,,
46c288b53e,2,7fcb433bba,2.0,100.0,,
447a0c48a3,2,7fcb433bba,2.0,100.0,,
28db903a1f,2,6f669c4856,4.0,100.0,,
dac4f4d795,2,756e32fa16,-,-,,
bc6a0ab108,2,da7e2a3789,-,-,,
c75d81afa0,2,99d828adad,-,-,,
fd5af5128c,2,bd97f9a5fa,4.0,100.0,,
4d3607e26d,2,0b0f75e8d5,4.0,100.0,,
96ce2e2fe1,2,0b0f75e8d5,4.0,100.0,,
cd070ffa73,2,0b0f75e8d5,4.0,100.0,,
b1c9cd38ea,2,0b0f75e8d5,4.0,-,,
4afffaee29,2,0b0f75e8d5,4.0,100.0,,
656b980e52,2,0b0f75e8d5,4.0,100.0,,
734b311c52,2,0b0f75e8d5,4.0,100.0,,
3c9fb3beab,2,dc7e4ae5fc,4.0,-,,
66cd8d5fc1,2,dc7e4ae5fc,4.0,-,,
a6fc323cd4,2,dc7e4ae5fc,4.0,-,,
70c75eee2f,2,dc7e4ae5fc,4.0,-,,
81811aa7e2,2,dc7e4ae5fc,4.0,-,,
f234049034,2,dc7e4ae5fc,4.0,-,,
ea6d224b2c,2,4f65703579,3.0,100.0,,
6db2251c8e,2,19dbb540ce,4.0,100.0,,
a7f79d01c8,2,603dc9ab6b,4.0,100.0,,
1ce57d3d9b,2,603dc9ab6b,4.0,100.0,,2018-03-22
7fb652898a,2,603dc9ab6b,4.0,100.0,,
195a5213d3,2,4240d14733,4.0,100.0,,
66eb806d8d,2,b5defcb5ec,4.0,100.0,,
1b6913085b,2,b5defcb5ec,4.0,100.0,,
96e96ee00d,2,c72a7a948a,3.0,60.0,,
474ff7483e,2,8e27802634,3.0,100.0,,
7806d12183,2,8e27802634,3.0,100.0,,
acd0a6cfe0,2,c2a6d13b0b,3.0,100.0,,
14e1926805,2,4efb032b5a,3.0,60.0,,
8b930b0131,2,9b0d3a5fc6,3.0,70.0,,
af0b2278bb,2,4efb032b5a,2.0,40.0,,
fcec6498d5,2,4efb032b5a,2.0,70.0,,
0a47b02579,2,16e726d379,3.0,100.0,,2018-03-21
87112584da,2,47d302e4ee,-,-,,
47b6a69bf8,2,f1d00479ef,2.0,60.0,,2018-03-08
2fc6bfa71e,2,adbd559b78,3.0,-,,
539f02a522,2,adbd559b78,3.0,-,,
540c2ee5a8,2,adbd559b78,3.0,-,,
457091695d,2,adbd559b78,3.0,-,,
f7a9522dca,2,adbd559b78,3.0,-,,
afcc5a131d,2,adbd559b78,3.0,-,,
175f0c8fdb,2,adbd559b78,3.0,-,,
cfbeeac972,2,bce79eb8bf,1.0,60.0,,
fb7bb68f36,2,b8942de7b2,-,-,,
93f9bac4b8,1,906d0caa60,2.0,60.0,,
b378989140,1,198cec62a1,3.0,100.0,,
c4cebc25a6,1,198cec62a1,3.0,60.0,,2018-03-02
aa71ad878e,1,ac15b9f6e6,2.0,60.0,,
daaf703c92,1,7aac002ed6,2.0,-,,
a7d0f30284,2,756e32fa16,1.0,100.0,,
ec382ecc36,2,bd97f9a5fa,-,-,,
8c1815f931,2,bd97f9a5fa,-,-,,
0d1ac365d6,2,bd97f9a5fa,-,-,,
80047aad87,2,809c74623f,-,-,,
b43487e022,2,0b0f75e8d5,2.0,100.0,,
08322d4f2d,2,0b0f75e8d5,2.0,100.0,,
bac13a2905,2,0b0f75e8d5,2.0,100.0,,
d3234cd15d,2,bf509a941c,3.0,60.0,,
d5eb427ced,2,e175e177d8,-,-,,
d2efd0c95d,2,94b4cdec6a,-,-,,
208b9d8dd5,2,3de581150e,4.0,60.0,,
a79d5ecfb8,2,b1e823ef6c,4.0,100.0,,
2a2fc7413d,2,b1e823ef6c,4.0,100.0,,
dd39f1c2d7,2,ab56426464,4.0,100.0,,
e5b7fc01c8,2,25815d33d1,3.0,80.0,,
8cdc9fd447,2,34454ae0f5,2.0,60.0,,
507affe7bb,2,34454ae0f5,2.0,60.0,,
588623cca7,2,34454ae0f5,2.0,60.0,,
fe0f5851c2,2,895de2e76b,2.0,70.0,,
e81996e182,2,895de2e76b,2.0,70.0,,
f6605dd0ac,2,ddb787aeb9,3.0,60.0,,
e3467afe99,2,198cec62a1,-,-,,
951c3e6733,2,503444c58d,2.0,60.0,,
fc3496b75f,2,8b40ec9ab7,4.0,60.0,,
94d908aebd,2,8b40ec9ab7,3.0,60.0,,
c17a9c7a5d,2,9bf908d10c,1.0,60.0,,
0717b14832,2,a66fd106cc,3.0,100.0,,
4929a3a7ac,2,a9ac9ce216,-,-,,2018-03-23
cfbf0361b1,2,a9ac9ce216,-,-,,2018-03-23
880a212f91,2,a9ac9ce216,-,-,,2018-03-23
507060c900,2,a9ac9ce216,-,-,,2018-03-23
15d1403828,2,a9ac9ce216,-,-,,2018-03-23
ca5230f362,2,0120bdf090,3.0,100.0,,
f3725b3800,2,0120bdf090,3.0,100.0,,
2eb6d2b9da,2,d5e91ce852,-,-,,
5e3e4392a9,2,593885239e,3.0,70.0,,
a3ea3a2816,2,593885239e,3.0,70.0,,
e32e186a8b,2,8b40ec9ab7,3.0,60.0,,
af2d0f1ace,2,4efb032b5a,3.0,100.0,,
27fda1b239,2,b1f17ebc16,-,-,,
5b27098ef9,2,52ff3378a1,3.0,60.0,,
7adc8a1887,2,5008f1aa58,-,-,,
2983c145e0,2,5008f1aa58,-,-,,
598637dd59,2,fd68e214e8,3.0,100.0,,
3560da0a17,2,320d36f2ff,-,-,,
4529360e87,2,2be8478cd3,-,-,,
d90aa8196d,2,e500aaa647,-,-,,
67627f1846,2,e500aaa647,-,-,,
787631c211,2,e500aaa647,-,-,,
7f53769d3f,1,0b0f75e8d5,4.0,100.0,,
30c2076c47,2,28d2263e90,3.0,60.0,,
e4a4b6dfd1,2,d3b11464d2,4.0,100.0,,
7f11e08e5c,2,d3b11464d2,4.0,100.0,,
6b100eda1e,2,d3b11464d2,4.0,100.0,,
329f089f0a,2,198cec62a1,3.0,100.0,,
08b5f31295,2,4f65703579,3.0,100.0,,
e380629463,2,c91839d3f3,3.0,-,,
e3d32c72ae,2,198cec62a1,3.0,-,,
d5cb030147,2,198cec62a1,-,-,,
a1757a010a,2,c805ffc5dc,4.0,60.0,,
dc29a1ac4d,2,f17255c16e,-,-,,
6d60c9592b,2,ac3662a513,-,-,,
9cf49fef9d,2,3af7d8ccaf,4.0,100.0,,
efbbdaebd2,2,3af7d8ccaf,4.0,100.0,,
4d0ccffb72,2,3af7d8ccaf,4.0,100.0,,
b86f330011,2,3430af0982,3.0,100.0,,
7b5dd619e1,2,3430af0982,3.0,100.0,,
b82b73a1c7,2,81818cce80,4.0,100.0,,
36863a728f,2,f9f86931a2,-,-,,
1abe390ee9,2,fd68e214e8,4.0,100.0,,
8c7dfa0d1a,2,756e32fa16,2.0,60.0,,
801526b8cf,2,bd97f9a5fa,-,-,,
6216cc0766,2,3e342224f0,3.0,100.0,,
deed35cdd5,2,bf509a941c,-,-,,
d66aeb5678,2,198cec62a1,3.0,100.0,,
86710ae244,2,68f885207a,-,-,,
eab3b33779,2,198cec62a1,1.0,60.0,,
40704bb05e,2,198cec62a1,1.0,60.0,,
929cfd3a27,2,198cec62a1,1.0,60.0,,
1f056f33ec,2,198cec62a1,1.0,60.0,,
dfe5c0aef4,2,198cec62a1,1.0,60.0,,
e1f2a670cc,2,198cec62a1,1.0,60.0,,
390d3e6ba2,2,0b76f3c8dc,3.0,100.0,,
679aec473b,2,4d918c6fd9,-,-,,
e3d5fe7156,2,74d632e731,3.0,60.0,,
fbaff9ed28,2,74d632e731,3.0,60.0,,
ffdc1a1f72,2,74d632e731,3.0,60.0,,
84a04ce436,2,74d632e731,3.0,60.0,,
e6e4f043a4,2,74d632e731,3.0,60.0,,
73cc5756e2,2,74d632e731,3.0,60.0,,
6afa4d99bc,2,03c4806282,3.0,-,,
2a1b2cbeb4,2,5008f1aa58,-,-,,
00f31e7fed,2,5a0b271e15,-,-,,
8b5f0424d9,1,ac15b9f6e6,3.0,80.0,,2018-03-02
99dcdb09e9,2,fd68e214e8,3.0,-,,
72a4879a23,2,fd68e214e8,3.0,-,,
560e88a93c,2,fd68e214e8,3.0,-,,
a930b38d3f,2,203b83241e,2.0,60.0,,
9846e9eed5,2,f0cfca1c14,3.0,100.0,,
d50e45226f,2,5a0b271e15,2.0,80.0,,
2048bfdedc,2,bd97f9a5fa,4.0,100.0,,
f99050ad8f,2,bd97f9a5fa,4.0,100.0,,
10b9575942,2,03c0f165ce,-,-,,
8ab7dd6870,2,bd97f9a5fa,4.0,100.0,,
d775432144,2,bd97f9a5fa,4.0,100.0,,
5687f013bc,2,bd97f9a5fa,4.0,100.0,,
662ce66292,2,bd97f9a5fa,4.0,100.0,,
7a8d2edc4f,2,bd97f9a5fa,4.0,100.0,,
a8c98c0261,2,bd97f9a5fa,4.0,100.0,,
402802f408,2,bd97f9a5fa,4.0,100.0,,
ec2c78d353,2,bd97f9a5fa,4.0,100.0,,
c3224ca73a,2,bd97f9a5fa,4.0,100.0,,
3810227ddc,2,bd97f9a5fa,4.0,100.0,,
d6b075e290,2,43a5cd3f69,4.0,100.0,,
c9563dd360,2,43a5cd3f69,4.0,100.0,,
fb814e5763,2,3ee5b84e96,-,-,,
474f6c35bc,2,3ee5b84e96,-,-,,
4e8e274e40,2,3ee5b84e96,-,-,,
1df5378ae3,2,3ee5b84e96,-,-,,
7cb9e9c28c,2,198cec62a1,3.0,-,,
3abb03e447,2,7bafa97f13,3.0,100.0,,
a34e679d10,2,d4def0b78d,3.0,100.0,,
f4da206b7c,2,9b0d3a5fc6,-,-,,
e3122c9d4d,2,9b0d3a5fc6,-,-,,
338b965d23,2,88262f1628,2.0,60.0,,
7edd78ddb7,2,8874be6ca3,1.0,-,,
21c4955c54,2,8a5ee0390f,1.0,60.0,,
d7ce14a520,2,8a5ee0390f,1.0,60.0,,
bcada1b193,2,8a5ee0390f,1.0,60.0,,
15cc3aa60d,2,3e342224f0,-,-,,
6d9363335f,2,6c1f0f58a6,-,-,,
fe64a30188,2,bf509a941c,3.0,60.0,,
b1c32d66b4,2,bf509a941c,3.0,60.0,,
61bed04ed8,2,d5e91ce852,-,-,,
4e399b35d3,2,7b14bfb76a,-,-,,
52286c82c6,2,360ffd3477,-,-,,
7cab88f815,2,360ffd3477,-,-,,
e237f26793,1,3e342224f0,4.0,100.0,,
b3ef67b9ad,1,7cc01be867,2.0,30.0,,
4e73652dcf,1,5e9c5eb1cf,1.0,60.0,,
db8b1155e3,1,a9d8fd0a21,3.0,100.0,,
bd44668946,2,f8259faec9,1.0,-,,
59405c23e6,2,6aa61f3af0,-,-,,2018-03-06
250cb0d3ce,2,54fcc6631c,1.0,60.0,,
b922398688,2,624d4750c3,1.0,100.0,,
3281788fbd,2,816ac3f3a9,2.0,-,,
4ffc237cbc,2,d4def0b78d,3.0,100.0,,2018-03-26
8439d00fb2,2,d4def0b78d,3.0,100.0,,2018-03-26
79d1129667,2,19d398211d,-,-,,
a1ab23c162,2,037fc9bb95,-,60.0,,
eb79594e8f,2,8a5ee0390f,3.0,100.0,,
8adfea8fba,2,8a5ee0390f,3.0,100.0,,
f8892ed05e,2,8a5ee0390f,3.0,100.0,,
e6406718ec,2,8a5ee0390f,3.0,100.0,,
27daacbb10,2,8d3560a6a9,3.0,100.0,,
7454077f00,2,5a0b271e15,2.0,100.0,,
ac3da74c81,2,7cc01be867,3.0,60.0,,
8494fedacd,2,7cc01be867,3.0,100.0,,
018a6a0fdc,2,7cc01be867,3.0,60.0,,
d09ac1705f,2,7cc01be867,3.0,60.0,,
8bfea7a709,2,7cc01be867,3.0,-,,
521cf9155f,2,7cc01be867,3.0,60.0,,
12333a597e,2,7cc01be867,3.0,-,,
484e17eb4a,2,7cc01be867,3.0,60.0,,
894ac475e2,2,7cc01be867,3.0,60.0,,
49695f31d8,2,7cc01be867,3.0,-,,
5d98edd203,2,da5eb98d7d,3.0,-,,
9abcc91ef9,2,da5eb98d7d,3.0,-,,
90d9a952ac,2,bf509a941c,-,-,,
2159369bab,2,9b0d3a5fc6,-,-,,
83cfd909c1,2,e6bdf4c36f,-,60.0,,
02e1923610,2,8b40ec9ab7,3.0,60.0,,
539c64c594,2,a7abd98095,2.0,100.0,,
d7a0e0a9a4,2,6aa61f3af0,-,100.0,,
bc13d5cbcc,2,cf0544f945,-,-,,
d1d2f2c79a,2,906d0caa60,-,-,,2018-03-14
99565662e0,2,3daeabd2ce,-,-,,
6c27bec2b3,2,42e6445fca,3.0,100.0,,
e99de28835,2,7f69d11882,3.0,60.0,,
b21e574832,2,64c600d7c7,-,-,,
00bed099a2,2,64c600d7c7,-,-,,
538d0dfb80,1,fcf2018625,2.0,60.0,,
2a523f10bb,1,9b84d6b825,-,-,,
51dac7e18e,1,d3b11464d2,3.0,100.0,,
b8c182c74f,1,7cc01be867,3.0,-,,
1145ef44d2,2,7fcb433bba,3.0,100.0,,
054d5ac433,2,6bebec4992,-,-,,
03c4e04481,2,756e32fa16,3.0,60.0,,
eda354b1e9,2,3e586044ae,3.0,60.0,,
d3353cf2ea,2,e31902ce03,4.0,100.0,,
de1ac0716a,2,9b460752ca,4.0,100.0,,
d09cbf1a0e,2,9b460752ca,4.0,100.0,,
e61c20b7b3,2,9b460752ca,4.0,100.0,,
e2db8cee57,2,9b460752ca,4.0,100.0,,
43ad15f509,2,9b460752ca,4.0,100.0,,
4cef290002,2,95edb60932,3.0,100.0,,
137402b234,2,bd97f9a5fa,4.0,100.0,,
b88dee701b,2,198cec62a1,3.0,100.0,,
ae9495005a,2,9a2a5d73bd,2.0,-,,
834c5d58b8,2,3e342224f0,-,-,,
d706c111b7,2,3e342224f0,-,-,,
437a9b7df6,2,3e342224f0,-,-,,
7069cfff6d,2,3e342224f0,-,-,,
1e3b9f2ade,2,552d09b59c,-,-,,
07f1b1b189,2,3500c9fab0,3.0,60.0,,
a690d68e88,2,3500c9fab0,3.0,60.0,,
64e703babc,2,3500c9fab0,3.0,60.0,,
cef69fe94e,2,3500c9fab0,2.0,70.0,,
