dc_ID,sku_ID,date
4,8125ba2e29,2018-03-01
4,f16794cf8a,2018-03-01
4,427bea8ec7,2018-03-01
4,4917eb2b81,2018-03-01
4,aa71ad878e,2018-03-01
4,71f49ec147,2018-03-01
4,4e73652dcf,2018-03-01
4,d9f70a0db7,2018-03-01
4,75a6494392,2018-03-01
4,097617cf91,2018-03-01
4,0aa7e6b035,2018-03-01
4,904f4bd4c4,2018-03-01
4,2ddb64e05a,2018-03-01
4,bc9cfbd6a1,2018-03-01
4,8a85c4ebdf,2018-03-01
4,fc62f40352,2018-03-01
4,40ae9f0d67,2018-03-01
4,2cb79462fb,2018-03-01
4,cf07128bae,2018-03-01
4,7d52a4c09b,2018-03-01
4,98313ed9cc,2018-03-01
4,4ce8de3628,2018-03-01
4,2523d051fd,2018-03-01
4,fbce41fd82,2018-03-01
4,068f4481b3,2018-03-01
4,f5b527bb09,2018-03-01
4,28d5600aac,2018-03-01
4,a6fd4d9313,2018-03-01
4,ecc00df0b6,2018-03-01
4,80b50a65c4,2018-03-01
4,bcd03e6d07,2018-03-01
7,7df8c9a3d3,2018-03-01
7,6420ea9ac2,2018-03-01
7,9ff50eee3f,2018-03-01
7,589c2b865b,2018-03-01
7,c5f6b945e7,2018-03-01
7,b8c182c74f,2018-03-01
7,32c0b31fb8,2018-03-01
7,a0e49f9966,2018-03-01
7,c98d32ff09,2018-03-01
7,a176e8af93,2018-03-01
7,4639121a45,2018-03-01
7,97c375b545,2018-03-01
7,c4ea4afceb,2018-03-01
7,8a52225c56,2018-03-01
7,d47c6ca631,2018-03-01
7,00804aa873,2018-03-01
7,a1b0f57464,2018-03-01
7,124236a59a,2018-03-01
7,345e86916d,2018-03-01
7,d1e650797b,2018-03-01
7,864ebf9cd2,2018-03-01
7,0e0989fb7e,2018-03-01
7,4fa8b3e1ab,2018-03-01
7,5dfc6dd0bc,2018-03-01
7,a94df93745,2018-03-01
7,01c9d91829,2018-03-01
7,7f947c0055,2018-03-01
7,9720b458c3,2018-03-01
7,80bb988f8d,2018-03-01
7,694a068026,2018-03-01
7,ae3889731b,2018-03-01
7,16d4637b5d,2018-03-01
7,ad7d891e1d,2018-03-01
7,3b35c256ad,2018-03-01
7,6376ec8fbd,2018-03-01
7,89df56d2e4,2018-03-01
7,93e45f6367,2018-03-01
7,dba41df9d5,2018-03-01
7,3277f07585,2018-03-01
7,eb3f2d2fd8,2018-03-01
7,a94dfd9736,2018-03-01
7,78783be222,2018-03-01
7,f0e625dda4,2018-03-01
7,83e24b70d5,2018-03-01
7,9ab7657395,2018-03-01
7,c4858d9437,2018-03-01
7,c56544784c,2018-03-01
7,ca7647a231,2018-03-01
7,b0d2964084,2018-03-01
7,e237f26793,2018-03-01
7,c871600ecc,2018-03-01
7,dbd945bd02,2018-03-01
7,93301ecfed,2018-03-01
7,c37a2b4186,2018-03-01
20,89843c3a18,2018-03-01
20,924eba6741,2018-03-01
20,ae51b9b872,2018-03-01
20,65d2875d48,2018-03-01
20,b4cb74e76e,2018-03-01
20,2189b70880,2018-03-01
20,9e452b5aee,2018-03-01
20,945094e307,2018-03-01
20,fffe1bd280,2018-03-01
20,027604c03a,2018-03-01
20,5c4440c9d2,2018-03-01
20,38d636d2a6,2018-03-01
20,9b98cec8f8,2018-03-01
20,ac61f4e10e,2018-03-01
20,623d0a582a,2018-03-01
20,12797fae91,2018-03-01
20,2f038132e8,2018-03-01
20,a53c26f1f6,2018-03-01
20,637a52ea80,2018-03-01
20,e77f6a1baa,2018-03-01
20,d3e31fdd6e,2018-03-01
20,449c05c9c8,2018-03-01
5,f255daf3ab,2018-03-01
5,89843c3a18,2018-03-01
5,924eba6741,2018-03-01
5,ae51b9b872,2018-03-01
5,50b53a8536,2018-03-01
5,118f2802ef,2018-03-01
5,65d2875d48,2018-03-01
5,b4cb74e76e,2018-03-01
5,39ff5c5b1e,2018-03-01
5,8e0b9927d1,2018-03-01
5,1a2362c248,2018-03-01
5,0bfcedf96d,2018-03-01
5,fc728c8ac1,2018-03-01
5,7c3627ba7c,2018-03-01
5,2189b70880,2018-03-01
5,34dc7f6d80,2018-03-01
5,ac0cd64708,2018-03-01
5,1f73dca9b5,2018-03-01
5,9e452b5aee,2018-03-01
5,f3bb37b4ff,2018-03-01
5,945094e307,2018-03-01
5,fffe1bd280,2018-03-01
5,027604c03a,2018-03-01
5,5c4440c9d2,2018-03-01
5,821c799b50,2018-03-01
5,85efcbee79,2018-03-01
5,31ec02bddd,2018-03-01
5,5eced3cd82,2018-03-01
5,38d636d2a6,2018-03-01
5,59ec97c175,2018-03-01
5,9b55352729,2018-03-01
5,3a64d9667a,2018-03-01
5,9b98cec8f8,2018-03-01
5,ac61f4e10e,2018-03-01
5,623d0a582a,2018-03-01
5,12797fae91,2018-03-01
5,a945d1ac4a,2018-03-01
5,a234e08c57,2018-03-01
5,133d44b254,2018-03-01
5,4a79e12463,2018-03-01
5,61fd12c10d,2018-03-01
5,ec61c8d853,2018-03-01
5,767ac490ed,2018-03-01
5,f8732ae527,2018-03-01
5,73cb3c508f,2018-03-01
5,a53c26f1f6,2018-03-01
5,21945df1d4,2018-03-01
5,8b11645092,2018-03-01
5,637a52ea80,2018-03-01
5,aa0fcf0fb6,2018-03-01
5,a195ab9024,2018-03-01
5,e77f6a1baa,2018-03-01
5,be8fef6149,2018-03-01
5,6449e1fd87,2018-03-01
5,411ddd08e5,2018-03-01
5,f8a5f010f4,2018-03-01
5,67d185f070,2018-03-01
5,b118ef50af,2018-03-01
5,81e57cbc50,2018-03-01
5,586c997441,2018-03-01
5,dee37e3054,2018-03-01
5,46b608e330,2018-03-01
5,56b746bd59,2018-03-01
5,d3e31fdd6e,2018-03-01
5,7e4cb4952a,2018-03-01
5,bb2da98a6c,2018-03-01
5,449c05c9c8,2018-03-01
5,067b673f2b,2018-03-01
5,33c0fbb379,2018-03-01
26,fc5289b139,2018-03-01
26,93f9bac4b8,2018-03-01
26,3ce8749fee,2018-03-01
26,7bbbdd6388,2018-03-01
26,26a569e595,2018-03-01
26,378a1fc80c,2018-03-01
26,8dc4a01dec,2018-03-01
26,2bcc2783a8,2018-03-01
26,416aed740e,2018-03-01
26,4b65db43ac,2018-03-01
26,5ae1bb1c76,2018-03-01
27,9ff50eee3f,2018-03-01
27,32c0b31fb8,2018-03-01
27,89df56d2e4,2018-03-01
27,c56544784c,2018-03-01
27,93301ecfed,2018-03-01
28,7f0ddbcdde,2018-03-01
28,460afaddb6,2018-03-01
28,fc5289b139,2018-03-01
28,2e06817802,2018-03-01
28,b5cb479f7d,2018-03-01
28,3ce8749fee,2018-03-01
28,7bbbdd6388,2018-03-01
28,5f58bfd286,2018-03-01
28,0b16a50488,2018-03-01
28,8dc4a01dec,2018-03-01
28,416aed740e,2018-03-01
28,4b65db43ac,2018-03-01
28,c5c5bed056,2018-03-01
28,8d5f73c188,2018-03-01
28,5ae1bb1c76,2018-03-01
31,924eba6741,2018-03-01
31,50b53a8536,2018-03-01
31,b4cb74e76e,2018-03-01
31,f98488f9f9,2018-03-01
31,1a2362c248,2018-03-01
31,2189b70880,2018-03-01
31,9e452b5aee,2018-03-01
31,f3bb37b4ff,2018-03-01
31,945094e307,2018-03-01
31,fffe1bd280,2018-03-01
31,5c4440c9d2,2018-03-01
31,85efcbee79,2018-03-01
31,5eced3cd82,2018-03-01
31,38d636d2a6,2018-03-01
31,623d0a582a,2018-03-01
31,12797fae91,2018-03-01
31,4a79e12463,2018-03-01
31,767ac490ed,2018-03-01
31,7e4cb4952a,2018-03-01
31,449c05c9c8,2018-03-01
31,067b673f2b,2018-03-01
31,33c0fbb379,2018-03-01
32,fc5289b139,2018-03-01
32,2e06817802,2018-03-01
32,b5cb479f7d,2018-03-01
32,3ce8749fee,2018-03-01
32,7bbbdd6388,2018-03-01
32,5f58bfd286,2018-03-01
32,8dc4a01dec,2018-03-01
32,0b2fd9f253,2018-03-01
32,4b65db43ac,2018-03-01
32,8d5f73c188,2018-03-01
32,883a09f70d,2018-03-01
32,5ae1bb1c76,2018-03-01
32,adfedb6893,2018-03-01
33,c5f6b945e7,2018-03-01
33,a0e49f9966,2018-03-01
33,c98d32ff09,2018-03-01
33,d47c6ca631,2018-03-01
33,bd51d16516,2018-03-01
33,eb3f2d2fd8,2018-03-01
33,c0368e3358,2018-03-01
33,ca7647a231,2018-03-01
33,e237f26793,2018-03-01
33,dbd945bd02,2018-03-01
33,93301ecfed,2018-03-01
34,a0e49f9966,2018-03-01
34,c98d32ff09,2018-03-01
34,a894747624,2018-03-01
34,d47c6ca631,2018-03-01
34,7f947c0055,2018-03-01
34,a94dfd9736,2018-03-01
34,ca7647a231,2018-03-01
35,50b53a8536,2018-03-01
35,f98488f9f9,2018-03-01
35,1a2362c248,2018-03-01
35,2189b70880,2018-03-01
35,f3bb37b4ff,2018-03-01
35,945094e307,2018-03-01
35,5c4440c9d2,2018-03-01
35,623d0a582a,2018-03-01
35,2f038132e8,2018-03-01
35,7e4cb4952a,2018-03-01
35,449c05c9c8,2018-03-01
35,067b673f2b,2018-03-01
36,460afaddb6,2018-03-01
36,fc5289b139,2018-03-01
36,2e06817802,2018-03-01
36,b5cb479f7d,2018-03-01
36,93f9bac4b8,2018-03-01
36,3ce8749fee,2018-03-01
36,5f58bfd286,2018-03-01
36,0b16a50488,2018-03-01
36,8dc4a01dec,2018-03-01
36,0b2fd9f253,2018-03-01
36,4b65db43ac,2018-03-01
36,8d5f73c188,2018-03-01
36,5ae1bb1c76,2018-03-01
36,adfedb6893,2018-03-01
37,1c16282add,2018-03-01
37,51da628bf9,2018-03-01
37,3418d59e22,2018-03-01
37,3c79df1d80,2018-03-01
37,d829f03a28,2018-03-01
37,904fbf8b97,2018-03-01
37,369eb7dbd3,2018-03-01
37,f363f97793,2018-03-01
37,915cd3c4c0,2018-03-01
37,2e69af1fdf,2018-03-01
37,593b9c70a6,2018-03-01
37,f16794cf8a,2018-03-01
37,4917eb2b81,2018-03-01
37,2875387e96,2018-03-01
37,d9f70a0db7,2018-03-01
37,0aa7e6b035,2018-03-01
37,2ddb64e05a,2018-03-01
38,c98d32ff09,2018-03-01
38,c4ea4afceb,2018-03-01
38,d47c6ca631,2018-03-01
38,00804aa873,2018-03-01
38,01c9d91829,2018-03-01
38,d077eb9655,2018-03-01
38,eaa2524751,2018-03-01
38,29353525ec,2018-03-01
38,eb3f2d2fd8,2018-03-01
38,ca7647a231,2018-03-01
38,e237f26793,2018-03-01
38,93301ecfed,2018-03-01
39,f255daf3ab,2018-03-01
39,b4cb74e76e,2018-03-01
39,f98488f9f9,2018-03-01
39,1a2362c248,2018-03-01
39,0bfcedf96d,2018-03-01
39,2189b70880,2018-03-01
39,9e452b5aee,2018-03-01
39,f3bb37b4ff,2018-03-01
39,945094e307,2018-03-01
39,fffe1bd280,2018-03-01
39,5c4440c9d2,2018-03-01
39,85efcbee79,2018-03-01
39,5eced3cd82,2018-03-01
39,131ac7dbf1,2018-03-01
39,38d636d2a6,2018-03-01
39,9b98cec8f8,2018-03-01
39,623d0a582a,2018-03-01
39,767ac490ed,2018-03-01
39,637a52ea80,2018-03-01
39,7e4cb4952a,2018-03-01
39,449c05c9c8,2018-03-01
39,067b673f2b,2018-03-01
39,33c0fbb379,2018-03-01
40,1b3f5d4d21,2018-03-01
40,b10b452ea9,2018-03-01
40,a4b767f82f,2018-03-01
40,cdee05b50c,2018-03-01
40,3418d59e22,2018-03-01
40,3c79df1d80,2018-03-01
40,d829f03a28,2018-03-01
40,904fbf8b97,2018-03-01
40,369eb7dbd3,2018-03-01
40,f363f97793,2018-03-01
40,915cd3c4c0,2018-03-01
40,593b9c70a6,2018-03-01
40,f16794cf8a,2018-03-01
40,d9f70a0db7,2018-03-01
40,84bcdf1c31,2018-03-01
40,fbce41fd82,2018-03-01
40,068f4481b3,2018-03-01
40,bcd03e6d07,2018-03-01
41,460afaddb6,2018-03-01
41,fc5289b139,2018-03-01
41,b5cb479f7d,2018-03-01
41,93f9bac4b8,2018-03-01
41,5f58bfd286,2018-03-01
41,26a569e595,2018-03-01
41,0b16a50488,2018-03-01
41,b197843c16,2018-03-01
41,8dc4a01dec,2018-03-01
41,0b2fd9f253,2018-03-01
41,416aed740e,2018-03-01
41,4b65db43ac,2018-03-01
41,6717b7c979,2018-03-01
41,8d5f73c188,2018-03-01
41,5ae1bb1c76,2018-03-01
41,adfedb6893,2018-03-01
41,8da781e2bd,2018-03-01
42,b10b452ea9,2018-03-01
42,a4b767f82f,2018-03-01
42,cdee05b50c,2018-03-01
42,51da628bf9,2018-03-01
42,3418d59e22,2018-03-01
42,3c79df1d80,2018-03-01
42,904fbf8b97,2018-03-01
42,74e7119669,2018-03-01
42,f363f97793,2018-03-01
42,915cd3c4c0,2018-03-01
42,2e69af1fdf,2018-03-01
42,2875387e96,2018-03-01
42,d9f70a0db7,2018-03-01
42,0aa7e6b035,2018-03-01
42,2ddb64e05a,2018-03-01
42,fbce41fd82,2018-03-01
43,7df8c9a3d3,2018-03-01
43,c5f6b945e7,2018-03-01
43,a0e49f9966,2018-03-01
43,c98d32ff09,2018-03-01
43,c4ea4afceb,2018-03-01
43,d47c6ca631,2018-03-01
43,7f947c0055,2018-03-01
43,afd795015b,2018-03-01
43,a94dfd9736,2018-03-01
43,ca7647a231,2018-03-01
43,e237f26793,2018-03-01
43,93301ecfed,2018-03-01
44,89843c3a18,2018-03-01
44,ae51b9b872,2018-03-01
44,f98488f9f9,2018-03-01
44,2189b70880,2018-03-01
44,34dc7f6d80,2018-03-01
44,9e452b5aee,2018-03-01
44,945094e307,2018-03-01
44,5c4440c9d2,2018-03-01
44,85efcbee79,2018-03-01
44,5eced3cd82,2018-03-01
44,38d636d2a6,2018-03-01
44,9b98cec8f8,2018-03-01
44,623d0a582a,2018-03-01
44,637a52ea80,2018-03-01
44,aa0fcf0fb6,2018-03-01
44,a195ab9024,2018-03-01
44,b118ef50af,2018-03-01
44,586c997441,2018-03-01
44,d3e31fdd6e,2018-03-01
44,7e4cb4952a,2018-03-01
44,449c05c9c8,2018-03-01
44,067b673f2b,2018-03-01
45,7f0ddbcdde,2018-03-01
45,fc5289b139,2018-03-01
45,2e06817802,2018-03-01
45,b5cb479f7d,2018-03-01
45,93f9bac4b8,2018-03-01
45,5f58bfd286,2018-03-01
45,26a569e595,2018-03-01
45,0b16a50488,2018-03-01
45,8dc4a01dec,2018-03-01
45,4b65db43ac,2018-03-01
45,8d5f73c188,2018-03-01
45,5ae1bb1c76,2018-03-01
46,cdee05b50c,2018-03-01
46,3418d59e22,2018-03-01
46,3c79df1d80,2018-03-01
46,d829f03a28,2018-03-01
46,f363f97793,2018-03-01
46,915cd3c4c0,2018-03-01
46,2e69af1fdf,2018-03-01
46,f16794cf8a,2018-03-01
46,2875387e96,2018-03-01
46,0aa7e6b035,2018-03-01
46,2ddb64e05a,2018-03-01
46,7d52a4c09b,2018-03-01
46,068f4481b3,2018-03-01
47,c5f6b945e7,2018-03-01
47,c98d32ff09,2018-03-01
47,c4ea4afceb,2018-03-01
47,d47c6ca631,2018-03-01
47,864ebf9cd2,2018-03-01
47,01c9d91829,2018-03-01
47,c83b8aa9b4,2018-03-01
47,eb3f2d2fd8,2018-03-01
47,83e24b70d5,2018-03-01
47,ca7647a231,2018-03-01
47,b0d2964084,2018-03-01
47,e237f26793,2018-03-01
47,93301ecfed,2018-03-01
50,589c2b865b,2018-03-01
50,c5f6b945e7,2018-03-01
50,c98d32ff09,2018-03-01
50,4639121a45,2018-03-01
50,c4ea4afceb,2018-03-01
50,d47c6ca631,2018-03-01
50,124236a59a,2018-03-01
50,345e86916d,2018-03-01
50,c4ff8911d9,2018-03-01
50,01c9d91829,2018-03-01
50,89df56d2e4,2018-03-01
50,eb3f2d2fd8,2018-03-01
50,c0368e3358,2018-03-01
50,a94dfd9736,2018-03-01
50,c56544784c,2018-03-01
50,ca7647a231,2018-03-01
50,e237f26793,2018-03-01
50,93301ecfed,2018-03-01
51,ae51b9b872,2018-03-01
51,2189b70880,2018-03-01
51,f3bb37b4ff,2018-03-01
51,945094e307,2018-03-01
51,85efcbee79,2018-03-01
51,31ec02bddd,2018-03-01
51,5eced3cd82,2018-03-01
51,38d636d2a6,2018-03-01
51,9b98cec8f8,2018-03-01
51,623d0a582a,2018-03-01
51,a195ab9024,2018-03-01
51,aabda13db3,2018-03-01
51,7e4cb4952a,2018-03-01
51,449c05c9c8,2018-03-01
51,067b673f2b,2018-03-01
52,1d5ffa8485,2018-03-01
52,a0e49f9966,2018-03-01
52,4639121a45,2018-03-01
52,d47c6ca631,2018-03-01
52,4d79ef37b4,2018-03-01
52,345e86916d,2018-03-01
52,89df56d2e4,2018-03-01
52,eb3f2d2fd8,2018-03-01
52,a94dfd9736,2018-03-01
52,ca7647a231,2018-03-01
52,b0d2964084,2018-03-01
52,e237f26793,2018-03-01
53,fc5289b139,2018-03-01
53,b5cb479f7d,2018-03-01
53,5f58bfd286,2018-03-01
53,0b16a50488,2018-03-01
53,8dc4a01dec,2018-03-01
53,0b2fd9f253,2018-03-01
53,4b65db43ac,2018-03-01
53,ad71b48a82,2018-03-01
53,6717b7c979,2018-03-01
53,8d5f73c188,2018-03-01
53,5ae1bb1c76,2018-03-01
53,adfedb6893,2018-03-01
53,8da781e2bd,2018-03-01
54,1d5ffa8485,2018-03-01
54,c5f6b945e7,2018-03-01
54,b8c182c74f,2018-03-01
54,c98d32ff09,2018-03-01
54,c4ea4afceb,2018-03-01
54,d47c6ca631,2018-03-01
54,00804aa873,2018-03-01
54,01c9d91829,2018-03-01
54,7f947c0055,2018-03-01
54,80bb988f8d,2018-03-01
54,eaa2524751,2018-03-01
54,a94dfd9736,2018-03-01
54,ca7647a231,2018-03-01
54,b0d2964084,2018-03-01
54,e237f26793,2018-03-01
55,7f0ddbcdde,2018-03-01
55,460afaddb6,2018-03-01
55,fc5289b139,2018-03-01
55,2e06817802,2018-03-01
55,b5cb479f7d,2018-03-01
55,3ce8749fee,2018-03-01
55,5f58bfd286,2018-03-01
55,ad516ecd31,2018-03-01
55,0b16a50488,2018-03-01
55,8dc4a01dec,2018-03-01
55,0b2fd9f253,2018-03-01
55,8d5f73c188,2018-03-01
55,883a09f70d,2018-03-01
55,5ae1bb1c76,2018-03-01
55,adfedb6893,2018-03-01
55,8da781e2bd,2018-03-01
56,61aae96e6d,2018-03-01
56,97a6e047ca,2018-03-01
56,ca2a4f6d7b,2018-03-01
6,7f0ddbcdde,2018-03-01
6,2e06817802,2018-03-01
6,b5cb479f7d,2018-03-01
6,93f9bac4b8,2018-03-01
6,3ce8749fee,2018-03-01
6,26a569e595,2018-03-01
6,0b16a50488,2018-03-01
6,8dc4a01dec,2018-03-01
6,0b2fd9f253,2018-03-01
6,4b65db43ac,2018-03-01
6,c5c5bed056,2018-03-01
6,8d5f73c188,2018-03-01
6,883a09f70d,2018-03-01
6,5ae1bb1c76,2018-03-01
6,adfedb6893,2018-03-01
58,5a745fb2ca,2018-03-01
59,89a4b76166,2018-03-01
59,c76a9ca5a8,2018-03-01
61,1b3f5d4d21,2018-03-01
61,3418d59e22,2018-03-01
61,3c79df1d80,2018-03-01
61,369eb7dbd3,2018-03-01
61,74e7119669,2018-03-01
61,f363f97793,2018-03-01
61,2e69af1fdf,2018-03-01
61,2875387e96,2018-03-01
61,0aa7e6b035,2018-03-01
61,40ae9f0d67,2018-03-01
61,f06e13a877,2018-03-01
64,7f0ddbcdde,2018-03-01
64,fc5289b139,2018-03-01
64,93f9bac4b8,2018-03-01
64,3ce8749fee,2018-03-01
64,0b16a50488,2018-03-01
64,0b2fd9f253,2018-03-01
64,4b65db43ac,2018-03-01
64,5ae1bb1c76,2018-03-01
64,adfedb6893,2018-03-01
64,8da781e2bd,2018-03-01
65,c06b66be68,2018-03-01
66,1a2362c248,2018-03-01
66,9e452b5aee,2018-03-01
66,f3bb37b4ff,2018-03-01
66,38d636d2a6,2018-03-01
66,12797fae91,2018-03-01
66,7e4cb4952a,2018-03-01
67,b10b452ea9,2018-03-01
67,a4b767f82f,2018-03-01
67,3c79df1d80,2018-03-01
67,d829f03a28,2018-03-01
67,369eb7dbd3,2018-03-01
67,f16794cf8a,2018-03-01
67,2875387e96,2018-03-01
67,d9f70a0db7,2018-03-01
67,0aa7e6b035,2018-03-01
67,fbce41fd82,2018-03-01
67,068f4481b3,2018-03-01
67,f06e13a877,2018-03-01
1,c98d32ff09,2018-03-01
1,4639121a45,2018-03-01
1,c4ea4afceb,2018-03-01
1,01c9d91829,2018-03-01
1,c83b8aa9b4,2018-03-01
1,7f947c0055,2018-03-01
1,ca7647a231,2018-03-01
1,93301ecfed,2018-03-01
3,f255daf3ab,2018-03-01
3,89843c3a18,2018-03-01
3,924eba6741,2018-03-01
3,50b53a8536,2018-03-01
3,118f2802ef,2018-03-01
3,65d2875d48,2018-03-01
3,b4cb74e76e,2018-03-01
3,39ff5c5b1e,2018-03-01
3,8e0b9927d1,2018-03-01
3,f98488f9f9,2018-03-01
3,1a2362c248,2018-03-01
3,0bfcedf96d,2018-03-01
3,fc728c8ac1,2018-03-01
3,7c3627ba7c,2018-03-01
3,2189b70880,2018-03-01
3,a9e826c3ab,2018-03-01
3,34dc7f6d80,2018-03-01
3,ac0cd64708,2018-03-01
3,1f73dca9b5,2018-03-01
3,9e452b5aee,2018-03-01
3,f3bb37b4ff,2018-03-01
3,945094e307,2018-03-01
3,027604c03a,2018-03-01
3,5c4440c9d2,2018-03-01
3,85efcbee79,2018-03-01
3,31ec02bddd,2018-03-01
3,5eced3cd82,2018-03-01
3,38d636d2a6,2018-03-01
3,0c145812c3,2018-03-01
3,3a64d9667a,2018-03-01
3,9b98cec8f8,2018-03-01
3,ac61f4e10e,2018-03-01
3,623d0a582a,2018-03-01
3,12797fae91,2018-03-01
3,a945d1ac4a,2018-03-01
